State,City,Hospital / Private,Category,Systems of Medicine,Contact Details,Area Pin Code,Email address,Website link,Specializations,Services
Punjab,Amritsar,Amandeep Hospital,Private,Allopathic,"G.T. Road, Model Town, Amritsar, Punjab, Emergency:09876002746, 09876046778",143001,amandeeportho@yahoo.co.in,www.amandeephospital.org,NA,"Orthopedic, Arthroscopy ,Ilizarov Neuro & Spine Surgery Plastic & Cosmetic Surgery ,Minimal Access Surgery Department of Medicine Physiotherapy Dietary Services Anaesthesia Ent, Sleep Clinic Head & Neck Cancer Pediatrics & Paediatric haematology"
Punjab,Amritsar,Amandeep Superspeciality OPD Clinic,Private,Allopathic,"Medical Enclave, Opp Trillium Mall, Amritsar, Punjab, Phone-08283000222,08283888222",143001,NA,http://www.amandeephospital.org/,NA,"Orthopedic, Arthroscopy ,Ilizarov Neuro & Spine Surgery Plastic & Cosmetic Surgery ,Minimal Access Surgery Department of Medicine Physiotherapy Dietary Services Anaesthesia Ent, Sleep Clinic Head & Neck Cancer Pediatrics & Paediatric haematology"
Punjab,Hoshiarpur,"Shivam Hospital , Hoshiarpur",Private,Allopathic,"Phagwara Road, Near Railway Crossing, Hoshiarpur, Punjab, Phone- (01882) 248173, 248273, 249273, 249373, 248773Mobile : (081466) 80274",146001,shivamhospital73@hotmail.com,http://www.shivamhospital.in/,"Neurosurgery, Cardiology, General Surgery, Orthopedics, Plastic Surgery , Ophthalmology, Urology, Gynaecology",_
Punjab,Jalandhar,Makkar Hospital,Private,Allopathic,"379, Adarsh Nagar, Near M.G.N. College, Kapurthala Chowk, Jalandhar City , Punjab, Phone- (0181) 2250770Emergency: 098140-60462",144001,info@makkarhospital.com,http://www.makkarhospital.com/,"Medicine ,Chest, Surgical, Gastroenterology , Neurology",NA
Punjab,Ludhiana,CMC,Private,Allopathic,"Christian Medical College and Hospital, Brown Road, Ludhiana, Punjab, Phone- (0161) 2229011-21, Fax- (0161) 2228416",141008,care@cmcludhiana.in,http://cmcludhiana.in/index.php,"Anatomy, Plastic and Micro vascular Surgery, Physiology Neurosurgery, Clinical Biochemistry, Paediatric Surgery, Pharmacology, Orthopaedic Surgery , Orthopaedic Surgery, Obstetrics and Gynaecology, Ophthalmology, Otorhinolaryngology (ENT Surgery), Physical Medicine and Rehabilitation, Neurology, GastroenterologyPsychiatry, Clinical Psychology, Paediatric Medicine, Anaesthesiology and Critical Care, General Surgery, Urology, Cardiothoracic and Vascular Surgery,","Microbiology, Pathology, Radio diagnosis and Interventional Radiology, Radiation Oncology and Radiotherapy, Blood bank, Pharmacy, Dietetics, Biomedical , Engineering, Medical Records , DepartmentMedical Informatics, Medical and Social Welfare"
Punjab,Ludhiana,"Centre For Sight, Ferozpur Road",Private,Allopathic,"First Floor, Sandhu Tower, Near Ansal Plaza, Ferozpur Road, Ludhiana, Punjab, Phone-09815577222, (0161) 4361200/01/02/03",141001,infoludhiana@centreforsight.net,http://www.centreforsight.net/,NA,NA
Punjab,Ludhiana,"Aastha Kidney & Super Speciality Hospital,",Private,Allopathic,"Near Aarti Chowk, Krishna Nagar, Civil Lines, Ludhiana, Punjab, Phone-(0161) 4646004, Fax- (0161) 4646878, Mobile: 098727-77573,08283807573",141001,care@aasthakidneyhospital.com,http://aasthakidneyhospital.com/,Kidney,NA
Punjab,Ludhiana,Advanced Centre For Eyes,Private,Allopathic,"4-D, Kitchlu Nagar, Ludhiana ,Punjab. Phone- (0161) 2304550, 4634550, Mobile:- 09814114678, 09781114678",141001,advancedcentreforeyes@gmail.com,http://advancedcentreforeyes.com/,Eye Care,NA
Punjab,Ludhiana,Aimc Bassi Hospital,Private,Allopathic,"200, Tagore Nagar, Oposite. Postal and Income Tax Colony , Ludhiana, Punjab, Phone- (0161) 2303160, 09814032732",141001,NA,http://aimcbassihospital.com/,NA,Intensive Care UnitLaparoscopic SurgeryCancer SurgeryEndourologyGastroenterology & HepatologyUpper GI Endoscopy IndicationsColonoscopy IndicationsERCP Procedures Neurosurgery & Spinal surgeryNeurosurgical servicesSpinal SurgeriesPlastic & Cosmetic surgeryAesthetic SurgeryCongenital AnomaliesHand & Limb ReconstructionOrthopaedicJoint ReplacementSpineArthroscopyCardiology & Internal MedicineEndogynae& Obst.InfertilityNephrology & Dialysis
Punjab,Ludhiana,Arora Neuro Centre Pvt. Ltd.,Private,Allopathic,"120,The Mall, Civil Lines, Ludhiana, Punjab, Phone- (0161) 2401141, 2401142, 4050000, Fax - (0161) 2412134,2412925, 5010720, 5010721, 4050000, Emergency: 098881-33099",141001,aroraneuro@gmail.com,http://www.aroraneuro.com/,NA,NA
Punjab,Ludhiana,Avasthi Bone And Joint Clinic And Hospital,Private,Allopathic,"135, Green Park, Opp. Prince Hostel, Civil Lines, Ludhiana, Punjab, Phone- (0161) 2449026,099158-37170,Fax- (0161) 2448026",141001,info@avasthihosptial.com,http://avasthihospital.com/,Bone & Joint Clinic,NA
Punjab,Ludhiana,Bassi Nursing Home Pvt. Ltd.,Private,Allopathic,"970 - B, Vivek Nagar,Rajpura Road, Civil Lines, Ludhiana ,Punjab, Phone- (0161) 2304030 / 31",141001,info@bassinursinghome.com,http://www.bassinursinghome.com/,NA,"Orthopaedic & Trauma InjuryJoint Replacement & ArthroscopySpine & PelvisGynaecology Gynaecology and Obstetrics, Internal MedicinePhysiotherapy & RehabilitationAnaesthesia & Pain ClinicPaediatrics & VaccinationsGeneral & Laparoscopic Surgery"
Punjab,Ludhiana,Chugh Eye Surgery Centre,Private,Allopathic,"637, Model Town, Jawadi Road, Ludhiana, Punjab, Phone- (0161) 2455391,2462329",141002,chughnavjot@yahoo.co.in,http://www.chugheyesurgery.com/,Eye Care,NA
Punjab,Mohali,Indus Super Speciality Hospital,Private,Allopathic,"Opp. DC Office Sector 55, Phase 1, Mohali, Punjab ,Phone- (0172) 5044944-5, Fax- (0172) 5044942,",160055,"feedback@indushospital.in ,",http://www.indushospital.in/,NA,Medical Tourism
Punjab,Mohali,Indus Hospital,Private,Allopathic,"SCF 98-100, Phase 3B2,Mohali , Punjab, Phone- (0172) 5093971 / 72",160059,dr.raman@indushospital.in,http://www.indushospital.in/,NA,Medical Tourism
Punjab,Mohali,"Centre For Sight , Mohali",Private,Allopathic,"J P Eye Hospital, 35, Phase VII, Sas Nagar, Mohali, Punjab, Phone-(0172) 2266613, 2227502, 09216066612",160055,infomohali@centreforsight.net,http://www.centreforsight.net/,NA,NA
Punjab,Mohali,Chaudhary Hospital,Private,Allopathic,"Singhpura Road, Kurali Mohali, Punjab, Phone- (0160) 5002144",140103,chaudharyhospital@gmail.com,http://www.chaudharyhospital.com/,General & Laparoscopic SurgeryOrthopaedicUrologyRadiologyENTPlastic SurgeryPhysiotherapy,NA
Punjab,Mohali,CMC Hospital,Private,Allopathic,"Cheema Medical Complex, Phase-IV, Near Telephone Exchange, S.A.S. Nagar, Mohali, Punjab, Phone- 098764-05771, 098154-00070, 080549-22340, Emergency : (0172) 2226124, 4008070, 08054922340Helpline: 09815400070, Ambulance: 08054922351",160059,NA,http://www.cmcmohali.com/,NA,"AnaesthesiaDentalDietetics and NutritionEmergency MedicineENT, Head and Neck SurgeryGynaecology Gynaecology and Obstetrics, Internal Medicine & RheumatologyLaparoscopic & General SurgeryNeonatology, Paediatrics and Paediatric SurgeryNephrologyNeuro Surgery & Spine SurgeryOphthalmologyOrthopaedics & Joint ReplacementPhysiotherapyPlastic & Reconstructive surgery (Cosmetic Surgery)Psychiatry & De-AddictionRadiologySkin and CosmetologyUrology"
Punjab,Mohali,Dr. Sodhis Health Care,Private,Allopathic,"Dr. Sodhi’s Health Care, SCF 16, Phase 3B 2, Mohali, Punjab, Phone- (0172) 5094333, 08146677369",160059,info@sodhihealthindia.com,http://sodhihealthindia.com/,NA,NA
Punjab,Mohali,"Dr. Sodhis Health Care, Sector - 69",Private,Allopathic,"Multispeciality Hospital & IVF Centre SCF 1524, Sec-69, Mohali, Punjab.Phone- (0172) 2218044, 08146677363",160069,info@ivfmohali.com,http://sodhihealthindia.com/,NA,NA
Punjab,Mohali,Kaushal Hospital,Private,Allopathic,"Near Shri Rori Sahib Gurudwara, Arya college Road Opp. Bibi Ji Ka Mandir , Kharar Kharar, Distt. S.A.S Nagar ,Mohali, Punjab, Phone- (0160) 5009854,09855465655Fax- (0160) 5009854",140301,kaushalhospital@yahoo.com,http://kaushalhospitalkharar.in/,NA,"Cardiology, Neurology, Urology, Burns, Cosmetic & Plastic Surgery, Maxillo-facial surgery, Joint replacement, Surgical Oncology, andMedical Oncology."
Punjab,Mohali,Chaitanya Public Hospital,Private,Allopathic,"S.C.O. 19, Kaligidhar Enclave, Zirakpur Kalka Highway, Zirakpur, Distt Mohali, Punjab, Phone- (01762) 271900, 509900.",140603,NA,http://www.chaitanyahospital.org/,Obstetrics& Gynaecology,NA
Punjab,Panchkula,Raffels Hospital,Private,Allopathic,"SCO 138, Sector 14, Panchkula, Haryana, Phone- (0172) 2587300-03, 08427547300",134109,info@raffelshospital.com,http://www.raffelshospital.com/,"Orthopaedics, Joint Pain",NA
Punjab,Patiala,Gian Sagar Medical College & Hospital,Private,Allopathic,"Ram Nagar, Banur, Distt. Patiala, Punjab, Phone- (01762) 520006 520007",147001,principaloffice@giansagar.org,http://www.giansagar.org/,NA,NA
Punjab,Patiala,Gian Sagar Dental College & Hospital,Private,Allopathic,"Ram Nagar, Rajpura, Distt. Patiala, Punjab, Phone- (01762) 5200012, 52001",140401,NA,http://www.giansagar.org/,NA,NA
Punjab,Ludhiana,Deep Hospital,Private,Allopathic,"Model Town, Ludhiana, Punjab, Phone- (0161) 5069190-94",141002,NA,http://www.deephospital.in/,PaediatricsOrthopaedicGynae. & Obst.Medicine & DialectologyGen. & Laparoscopic SurgeryAnaesthesiaRadio diagnosisEyeEntDermatologyIn-Vitro Fertilization (Ivf)Orthodontics & Dental Care CentreAyurvedaNeurologyNeuro SurgeryNeonatologyPaediatric Critical CareChest & T.BNephrologyPaediatric SurgeryCardiologyGastroenterology,"Emergencies 24 hour.Operation Theatre,ICU,labour room"
Punjab,Ludhiana,Dhami Eye Care Hospital,Private,Allopathic,"82-B, Kitchlu Nagar, Ludhiana, Punjab, Phone- (0161) 2303360-63, Fax- (0161) 2303364, Helpline- 09815530812, 09814270399",141002,"gsdhami@gmail.com, dhamieyecare@gmail.com, dhamieyehospital@gmail.com",http://dhamieyehospital.com/,Cornea Clinic Lasik Clinic iFS Intralase Glaucoma Clinic Uveitis Clinic Diabetic Retinopathy Clinic Medical Retina Clinic Surgical Retina Clinic C3R Squint Cataract Multifocal & Toric IOL,"Vision Testing,Objective And Subjective Refraction,Slit Lamp Bio microscopy,Binocular Indirect Ophthalmoscopy With 20-DFundus ExaminationDigital Slit Lamp PhotographyDigital Color Fundus PhotographyDigital Fundus Flourescein Angiography (Ffa)Oct (Optical Coherence Tomography) - (For Macular Disorders)A & B Scan Ultra SoundDiurnal Variations IopTonometryGonioscopyGdxvcc - Retinal Nerve Fibre Layer Analyzer ForEarly Detection Of Glaucoma.Oct Rnfl.Perimetry Humphrey.Complete Glaucoma CheckupCorneal PachymetryCorneal TopographyPentacam Scheimpflug Imaging For The Anterior SegmentA-Scan Ultrasound BiometryKeratometeryIol Master."
Punjab,Ludhiana,Hunjan Bone And Joint Hospital,Private,Allopathic,"56 South Model Gram Kochar Market Road, Ludhiana, Punjab, Phone- (0161) 2401383, 2456393,09814020234",141002,drhunjan@hunjanhospital.com,http://www.hunjanhospital.com/,Bone & Joint Hospital,Orthopilot Navigation SystemC-Arm Image IntensifierBoyles ApparatusCardiac Monitor cum DefibrillatorVentilatorAutoclave
Punjab,Ludhiana,Iqbal Nursing Home & Hospital,Private,Allopathic,"74 Club Road, Civil Lines, Ludhiana, Punjab, Phone-(0161) 244753/757 Fax- (0161) 2444752",141001,info@iqbalnursinghome.com,http://iqbalnursinghome.com/,IvfInfertility Testing,Hi Tech Labour RoomMajor & Minor Gynaecological +ObstetricsurgeriesInfertility DepartmentPaediatric OPD & Paediatric ECHO AvailableAll Laparoscopic proceduresX-Rays & UltrasoundMammographyBMDColposcopyPhysiotherapy UnitDiet DepartmentUltramodern Laboratory for Radio Immune Assay for HormonesCryopreservation of semen (semen bank)Vaccination Unit cold chain vaccinationsAntenatal Classes & ExerciseYoga in PregnancyDiet in PregnancyAntenatal & Postnatal massageStem cell BankingIn house Drug store
Punjab,Ludhiana,Kidney Centre,Private,Allopathic,"Karnail Singh Nagar Chowk, Phase-2, Pakhowal Road , Ludhiana, Punjab, Phone- 09872973330, 09780028873,Helpline: 08699841184",141001,NA,Http://www.kidneycentreludhiana.com/,Urine Related ProblemsBleeding ProblemsInfertility ProblemsMenopausal ProblemsAdolescent Health ProblemsAntenatal CareHigh Risk Pregnancy CarePainless DeliveryAdvanced Laparoscopic SurgeryLaser Surgery for Stones & ProstateTubeless Stentless PCNL,Urology WardObst. & Gynae Ward
Punjab,Ludhiana,Mohan Dai Oswal Hospital,Private,Allopathic,"G.T.Road, Sherpur Bye Pass, Ludhiana, Punjab, Phone-(0161) 2676100, 2676102",141009,contact@mohandaioswalhospital.com,Http://mohandaioswalhospital.com/,"Medical OncologyNeo-Natology & Paediatric OncologyRadiation OncologySurgical OncologyDentalGynaecological Oncology Gynaecology and Obstetrics, And GynaecologyNeuro SurgeryMinimally Invasive & Keyhole SurgeryUROLOGYENTOrthopaedic Joint Replacement & Ortho-OncologyDermatology & CosmetologyPulmonary MedicineGastroenterologyAnaesthesia & Intensive Care UnitInternal MedicineNuclear Medicine & Pet CtDieteticsRadiology & Radio DiagnosisOphthalmology","Spread on 9 Acres of land. With Nursing college, Residential campus, parking facility.Five storey hospital building.Dedicated floors for surgical and medical patients.Six Modular Operation Theatre with Laminar Flow.C-arm, surgical microscope for micro surgery, Laparoscopic surgery and minimal invasive surgery.24 hour emergency.Separate OPD and IPD wing.Radiology department with MRI, CT Scan, X-rays, Ultra sound etc.Radiotherapy department with IMRT, IGRT, HDR, etc.Fully equipped Diagnostic Laboratory.Physiotherapy and Rehabilitation centre.Â In-house pharmacy for general and chemo medicines.Elevators for patient and attendants.Canteen and pantry for patients and attendants.Rooms for attendants at very low cost."
Punjab,Ludhiana,N.K Aggarwal Joints & Spine Centre,Private,Allopathic,"33-G , B.R.S. Nagar, Ludhiana, Punjab, Mobile- 09815014201, 091 9779673359, Phone- (0161) 2460576, Emergency: (0161) 2460576",141004,nkaggrwl@hotmail.com,Http://jointsandspinecentre.com/,Spine SurgeryKnee ReplacementHip ReplacementComplicated Joints Surgery & FractureArthroscopyArthritisPhysiotherapy,Fully Equipped Operation TheatreAC Pvt. Rooms / Semi Pvt. RoomsGeneral WardDressing RoomRecovery RoomWell maintained PharmacyFully sophisticated LaboratoryPhysiotherapy unitWell qualified staff24x7 Generator Back up24x7 hour Nursing CarePersonalized care
Punjab,Ludhiana,Punjab Agricultural University Hospital,Public,Allopathic,"Punjab Agricultural University, Ludhiana, Punjab, Phone-(0161) 2401960-79 Ext- 213, Fax- (0161) 2400945",141004,registrar@pau.edu,Http://www.pau.edu/,NA,NA
Punjab,Ludhiana,Rana Eye & Maternity Hospital,Private,Allopathic,"688-F, Shaheed Bhagat Singh Nagar , Pakhowal Road, Ludhiana, Punjab, Phone- (0161) 4610923, Mobile- 09815709777",141001,NA,Http://ranahospital.co.in/,Eye & Maternity Hospital,Eye SiteMaternityChild CareUltrasound
Punjab,Ludhiana,Sankara Eye Hospital,Private,Allopathic,"Vipul World, Village Bhanohar, Post Dhaka, Near Wadi Haveli, Ludhiana - Ferozepur Road, Dist., P.O Sathya Narayan District, Ludhiana, Punjab, Phone- (0161) 2881123/24, Toll Free: 18001033020",141001,ludhiana@sankaraeye.com,Http://www.sankaraeye.com/,Eye Care,CataractGlaucomaRetinaPaediatricOculoplastyEye BankOCTDFAYag LasersLow vision serviceContact Lens
Punjab,Ludhiana,Sas Grewal Multispeciality Hospital,Private,Allopathic,"96, Gurdev Nagar, Ludhiana, Punjab, Phone-(0161) 2402444, 2404831, 2403088,Mobile- 098140-98393",141001,grewalg34@yahoo.com,Http://www.sasghospital.com/,Internal MedicineObstetrics and GynaecologyGeneral SurgeryOrthopaedics & TraumatologyPaediatricsNeuropsychiatryICU and Critical Care Unit,NA
Punjab,Ludhiana,Seth Hospital,Private,Allopathic,"21, Rose Enclaves, Near Rose Gardens, Ludhiana, Punjab, Phone- (0161) 2413160, 2413161, 2413162, Fax- (0161) 2420360, Emergency: 09815353666",141001,info@sethhospitalludhiana.com,Http://www.sethhospitalludhiana.com/,Paediatrics,"Neonatal Intensive Care UnitPaediatrics Intensive Care UnitNeonatal Intensive Care UnitSpecial Care of Premature & Under Weight ChildrenManagement of Diseases of ChildrenImmunisation / VaccinationAll kind of medical Emergencies like stroke, Heart disease, Asthma etcCare of Growth and Development of ChildAdolescent Medicine Including CounsellingAll kinds of Laboratory Investigations on Latest Computerized EquipmentAll kinds of Minor, Medium, Major SurgeriesAll kinds of Laparoscopic SurgeriesECG (Computerised)X-RayNebulisationOperation TheaterPharmacyGeneral WardsPrivate A.C. RoomsPCO & Canteen24 Hrs. Water & Electricity supplyAmbulance24 Hrs. Consultation on Helpline"
Punjab,Ludhiana,Shree Raghunath Hospital - Ludhiana,Private,"Allopathic, Ayush/ Homeopathy","Aggar Nagar, Ferozepur Road, Ludhiana, Punjab, Phone- (0161) 2460162, 2460162, 2460163",141012,NA,Http://shreeraghunathhospital.tradeget.com/,MedicineGynaePaediatricsSurgery (General & Laparoscopic)DentalE.N.TEyesNeuroSkinHomeopathyPsychiatryOrthoPhysiotherapyDietarySuper Heart Specialist,"24 Hours Emergency – 24 Hours Ambulance Service (3in No)Echo – T.M.T. – Digital E.C.G. – X.RAY – E.C.G. – Ultra Sound – Colour Doppler & Spirometry.Three Air Conditioned Well equipped Operation Theatres & one newly developed Modular Operation theatre.Well Equipped Laboratory.Fully Equipped I.C.C.U. , ICU , Trauma Centre, A.C. Ward & Ventilator Facility.Well Furnished A.C. Private Rooms, A.C. Deluxe & Semi Deluxe Rooms.A.C General Ward.Lift Service Available – 24 Hours Chemist Shop."
Punjab,Ludhiana,Sibia Medical Centre,Private,Allopathic,"B/Xix-568-Anear Fountain Chowk, Civil Lines , Ludhiana, Punjab",141001,NA,Http://www.sssibia.com/,Heart-Avoid Bypass Heart Flow Mapping Chelation / Detoxification Arthritis Pain-Avoid Knee Surgery Kidney Stones-Remove With Rays Ozone / Bio-oxidative Medicine Back Pain-Computerized Spinal Table Anti Ageing,"Computerized ECGComputerized Stress / Tread Mill TestCardiac Rehabilitation / Lifestyle ClinicHealth Checkup PlansLaboratoryX-rayGeneral Ward / Private Rooms – air conditioned / cooled, hot water, internet, games, etcCanteenLibraryPatient Education Service"
Punjab,Ludhiana,Toor Hospital,Private,Allopathic,"Main Road, Haibowal Kalan, Ludhiana, Punjab, Phone- (0161) 2302910, 2308910, Mobile-09876319115, Fax- (0161) 2310910",141001,NA,Http://toorhospital.com/,PaediatricsGynaecologyOrthopaedicsSurgeryPaediatric Surgery,NA
Punjab,Ludhiana,Dr. Ramesh Super speciality Eye & Laser Centre,Private,Allopathic,"65-A Bhai Randhir Singh Nagar Ferozpur Road Ludhiana, Punjab, Phone- (0161) 2464999. Mobile- 09814331433",141001,rameshpunarjot@yahoo.com,Http://www.punarjot.com/,Cataract ClinicGlaucoma ClinicSquint ClinicOculoplastic ClinicContact lens clinic,Eye BankOPD
Punjab,Ludhiana,Guru Teg Bhadur Charitable Hospital,Private,Allopathic,"Shastri Nagar, Model Town, Ludhiana, Punjab, Phone-(0161) 2453916-17-18, 4377100-200, Fax- (0161) 2456614",141001,gtbh1975@ gmail.com,Http://www.gtbhospital.org/,"Medicine,Paediairics, Psychiatry Eye, Dietetics Lab, Surgery Plastic Surgery Radiodianosis and ImagingSkinPhysiotherapy Gynaecology and ObstetricsOrthopaedic ENT (EAR, NOSE & THROAT)Dental Emergency",Radio Diagnosis CT Scan / Ultra Sound Cardiac OPD WITH ECHO / TMTBlood Bank Pead ICUI.C.C.U X-RAYBurn Unit Lab
Punjab,Ludhiana,Ludhiana Chest Hospital and Super Speciality Hospital,Private,Allopathic,"Sua Road ,Parkash Nagar ,Jawadi ,Ludhiana, Punjab, Phone- 09815796795",141001,LudhianaChestHospital@gmail.com,Http://www.ludhianachesthospital.com/,Tuberculosis Asthma and Allergies C.O.P.D I.L.D (I.P.F) Sarcoidosis Pleural Effusion Lung Cancer Sleep Apnea Breathlessness,Chest Consultation by expert chest super-specialistEmergency 24 hrsChest radiology (Allenger 100 mA)Pulmonary function test (PFT)Fiber optic bronchoscope (FOB) Broncho -alveolar Lavage (BAL) Endo-bronchial Biopsy Trans-bronchial biopsy (TBLB) Trans-bronchial needle aspiration (TBNA)Operation TheaterGeneral ward Well lighted and ventilated ward with attached washroomsIntensive care (ICU) Equipped with well trained staff Dedicated Multi-para monitors Siemens ventilators Centralized oxygen supply Dedicated cubiclesPrivate rooms A/C room with fridge and T.V Attached washroom Attendant bed  AlmirahIn house labDrug store
Punjab,Ludhiana,Puri Nursing Home,Private,Allopathic,"284/285-C, Model Town Extension, Ludhiana, Punjab, Phone-(0161) 2456642, 4615862",141001,info@purinursinghome.com,Http://www.purinursinghome.com/,Gen & Laparoscopy SurgeryGynaecology and ObstetricsPaediatrics Medicine SpecialtiesOrthopaedicDental Unit,Ultra SoundX-RayBMDNursery FacilityTMTC-ARM Facility
Punjab,Ludhiana,RG Stone & Super Speciality Hospital,Private,Allopathic,"510- L, Model Town , Ludhiana, Punjab, Phone- (0161) 4618585, 4618686, Fax- (0161) 5022228,",141002,contact@rghospitalludhiana.com,Http://www.rghospitalludhiana.com/,Prostate CancerKidney CancerEnlarged Prostate (BPH)Kidney StonesFemale Urinary IncontinenceGall Bladder StoneHernia RepairUterine FibroidsOvarian CystsUterine ProlapseInfertility,NA
Punjab,Ludhiana,Shah Nursing Home And Laparoscopic Centre,Private,Allopathic,"593/1 Model Town Ludhiana , Punjab, Phone- (0161) 2431499, 2405999, Mobile- 09814451199, Fax- (0161) 2425999",141002,help@shahnursinghome.in,http://shahnursinghome.in/main/index.php,Gynaecological Laparoscopic SurgeryInfertility Clinic,Emergency 24 hours Around the clock (24x7) Support staffVaccination DaysPaediatric OPD Days Drug StoreRooms And WardsPaediatric NurseryPhototherapy
Punjab,Ludhiana,Suman Hospital,Private,Allopathic,"537, Model Town Road, Ludhiana, Punjab, Phone- (0161) 240 9133,",141002,NA,http://www.sumanhospital.in/,GynaecologyPaediatricsMedicineSurgeryInfertilityLaparoscopic SurgeryInfertility Clinic,OPD30 BedsSolar Water SupplyAir ConditionedPrivate Rooms  TvRefrigeratorMicrowaveExtra BedsEmergency Call BellsOperation TheatreIcuNicuRecovery Room
Punjab,Ludhiana,Vasan Eye Care Hospital,Private,Allopathic,"I & II Floor, Surya Tower, Plot no 18 K, Kartar Singh Sarabha Nagar, Opp. Punjab Agricultural University, Gate No. 1, Ferozepur Road, Ludhiana, Punjab, Phone-(0161) 3989000",141002,__,Http://www.vasaneye.in/punjab.asp,Cataract ServicesRefractive Surgery ServicesCornea ServicesGlaucoma ServicesRetina ServicesPaediatric Ophthalmology and Squint ServicesOculoplasty ServicesUVEITISNeuro-OphthalmologyVision Rehabilitation ServicesComputer Vision Syndrome ClinicContact LensesOptical Services,Separate divisions for each specialityWorld-class service systems and trained service personnelState-of-the-art operation theatresPost-Op lounge with recliners/bedsMore than ten diagnostic stations per facilityAdvanced eye care equipmentsComplete range of optical frames & lensesExclusive children’s eye care24/7 pharmacyAmbulance services
Punjab,Ludhiana,Satguru Partap Singh Apollo Hospitals,Private,Allopathic,"Sherpur Chowk, G.T. Road Ludhiana , Punjab, Phone-(0161) 6617111, 6617222, 6617333, 6617444, Fax-(0161) 6617171, Emergency: (0161) 25352535",141003,"info@spsapollo.com, marketing@spsapollo.com",http://spsapollo.com/,"Anaesthesiology & Pain ManagementBariatric SurgeryCritical careDentistryDermatology & CosmetologyDietetics and Clinical NutritionEndocrinology & DiabetesENT, Head & Neck SurgeryGeneral Surgery and Minimal Access SurgeryInternal MedicineInterventional RadiologyLaboratory Services and Blood BankMedical OncologyNeonatologyNephrologyOphthalmologyObstetrics and GynaecologyPlastic, Reconstructive & Cosmetic SurgeryPaediatricsPhysiotherapy and RehabilitationPlastic SurgeryRadiology and Imaging SciencesRespiratory and Sleep Medicine (Pulmonary Medicine)Skin & CosmetologyUrologyVascular and Endovascular Surgery",128 Slice CT ScanAdvanced Cath-Lab with Stent Boost TechnologyDigital Mammography4D and 3D UltrasoundBone DensitometryFully automated Bio-Chemistry AnalyserState of the art Telemedicine set upTele-Radiology SystemPneumatic Shoot SystemWi-Fi Access Points
Punjab,Ludhiana,Christian Medical College & Hospital,Private,Allopathic,"Brown Road Ludhiana ,Punjab, Phone-(0161) 2229011-21, Fax- (0161) 2228416",141001,care@cmcludhiana.in,Http://cmcludhiana.in/,"AnatomyPlastic & Micro vascular SurgeryPhysiology NeurosurgeryClinical Biochemistry Paediatric SurgeryPharmacology Orthopaedic SurgeryMicrobiology Obstetrics and GynaecologyPathology OphthalmologyInternal Medicine Otorhinolaryngology (ENT Surgery)Pulmonary Medicine Physical Medicine & RehabilitationDermatology Christian Dental CollegeEndocrine and Diabetes Unit Radio diagnosis & Interventional RadiologyCardiology Radiation Oncology & RadiotherapyNephrology Blood BankAdolescent Health ServicesPhysiotherapy & Occupational TherapyClinical haematology Casualty, Trauma & AMARSSocial And Preventive Medicine PharmacyNeurology DieteticsGastroenterology Biomedical EngineeringPsychiatry Medical Records DepartmentClinical Psychology Medical InformaticsPaediatric Medicine Medical & Social WelfareAnaesthesiology & Critical Care General Surgery Urology LibraryCardiothoracic & Vascular Surgery",General WardOrdinarySemi Deluxe A/cDeluxe A/cSuper Deluxe A/cVehicle ParkingBankTelephonesMailMagazines & Gift Shop
Punjab,Ludhiana,Dr. B. L. Kapur Memorial Hospital,Private,Allopathic,"Old Sabzi Mandi Chowk, G.T. Road, Ludhiana, Punjab, Phone-(0161) 2743053, 2746844, 2741114, 2750404, Emergency-(0161) 6450007",141001,"info@blkapurhospital.com, principal@blkapurhospital.com, ms@blkapurhospital.com",Http://www.blkapurhospital.com/home.php,Plastic Surgery,Operation TheatreUltrasoundT.M.TNursing StaffPathology LabX-RayCasualty Physiotherapy Room
Punjab,Ludhiana,Mittal Nursing Home & Trauma Centre Pvt. Ltd.,Private,Allopathic,"71-B, Main Road, Kitchlu Nagar, Ludhiana, Punjab, Phone- (0161) 2301410, 2305777, Mobile- 09814027085",141008,mittal_nh@rediffmail.com,Http://www.mittalnursinghome.com/contactus.html,Joint ReplacementOrthopaedicHand & Foot TraumaPolio SurgeryPlastic SurgeryArthroscopy Surge,50 Bedded2 Operation Theatres2 ICU BedsEmergencies FacilityFully Equipped ICU24 Hrs. Power Back-UpDigital X-Ray Machine(Kodak) 300 MAECGEEGUltra SoundColour DopplerCT ScanMRIC-Arm Image Intensifier
Punjab,Ludhiana,Rattan Multispeciality Hospital And Diagnostic Centre,Private,Allopathic,"Harcharan Nagar, St. No. 2 & 3, Near Shingar Cinema, Samrala Road, Ludhiana, Punjab",141008,contactus@rattan-hospital.cominfo@rattan-hospital.comadmin@rattan-hospital.com,Http://www.rattan-hospital.com/,GynaecologyObstetricsGeneral Surgery UrologyPaediatricsGeneral MedicineOrthopaedic E N TDentalRadiologySkin & VdPathology Histology,65 Bedded Including 15 Private RoomsDrug StoreCanteenEmergencyAmbulance Service 24 Hours.Neuro Trauma CentreFully Equipped IcuFully Equipped NurseryCar Parking
